State,Year,Party,Switch
Rhode Island,1824,O,0
Rhode Island,1828,O,0
Rhode Island,1832,O,0
Rhode Island,1836,D,0
Rhode Island,1840,O,0
Rhode Island,1844,O,0
Rhode Island,1848,O,0
Rhode Island,1852,D,0
Rhode Island,1856,R,1
Rhode Island,1860,R,0
Rhode Island,1864,R,0
Rhode Island,1868,R,0
Rhode Island,1872,R,0
Rhode Island,1876,R,0
Rhode Island,1880,R,0
Rhode Island,1884,R,0
Rhode Island,1888,R,0
Rhode Island,1892,R,0
Rhode Island,1896,R,0
Rhode Island,1900,R,0
Rhode Island,1904,R,0
Rhode Island,1908,R,0
Rhode Island,1912,D,1
Rhode Island,1916,R,1
Rhode Island,1920,R,0
Rhode Island,1924,R,0
Rhode Island,1928,D,1
Rhode Island,1932,D,0
Rhode Island,1936,D,0
Rhode Island,1940,D,0
Rhode Island,1944,D,0
Rhode Island,1948,D,0
Rhode Island,1952,R,1
Rhode Island,1956,R,0
Rhode Island,1960,D,1
Rhode Island,1964,D,0
Rhode Island,1968,D,0
Rhode Island,1972,R,1
Rhode Island,1976,D,1
Rhode Island,1980,D,0
Rhode Island,1984,R,1
Rhode Island,1988,D,1
Rhode Island,1992,D,0
Rhode Island,1996,D,0
Rhode Island,2000,D,0
Rhode Island,2004,D,0
Rhode Island,2008,D,0
Rhode Island,2012,D,0
Rhode Island,2016,D,0
Rhode Island,2020,D,0
South Carolina,1789,O,0
South Carolina,1792,O,0
South Carolina,1796,O,0
South Carolina,1800,O,0
South Carolina,1804,O,0
South Carolina,1808,O,0
South Carolina,1812,O,0
South Carolina,1816,O,0
South Carolina,1820,O,0
South Carolina,1824,O,0
South Carolina,1828,D,0
South Carolina,1832,O,0
South Carolina,1836,O,0
South Carolina,1840,D,0
South Carolina,1844,D,0
South Carolina,1848,D,0
South Carolina,1852,D,0
South Carolina,1856,D,0
South Carolina,1860,D,0
South Carolina,1864,,0
South Carolina,1868,R,0
South Carolina,1872,R,0
South Carolina,1876,R,0
South Carolina,1880,D,1
South Carolina,1884,D,0
South Carolina,1888,D,0
South Carolina,1892,D,0
South Carolina,1896,D,0
South Carolina,1900,D,0
South Carolina,1904,D,0
South Carolina,1908,D,0
South Carolina,1912,D,0
South Carolina,1916,D,0
South Carolina,1920,D,0
South Carolina,1924,D,0
South Carolina,1928,D,0
South Carolina,1932,D,0
South Carolina,1936,D,0
South Carolina,1940,D,0
South Carolina,1944,D,0
South Carolina,1948,D,0
South Carolina,1952,D,0
South Carolina,1956,D,0
South Carolina,1960,D,0
South Carolina,1964,R,1
South Carolina,1968,R,0
South Carolina,1972,R,0
South Carolina,1976,D,1
South Carolina,1980,R,1
South Carolina,1984,R,0
South Carolina,1988,R,0
South Carolina,1992,R,0
South Carolina,1996,R,0
South Carolina,2000,R,0
South Carolina,2004,R,0
South Carolina,2008,R,0
South Carolina,2012,R,0
South Carolina,2016,R,0
South Carolina,2020,R,0
South Dakota,1789,,0
South Dakota,1792,,0
South Dakota,1796,,0
South Dakota,1800,,0
South Dakota,1804,,0
South Dakota,1808,,0
South Dakota,1812,,0
South Dakota,1816,,0
South Dakota,1820,,0
South Dakota,1824,,0
South Dakota,1828,,0
South Dakota,1832,,0
South Dakota,1836,,0
South Dakota,1840,,0
South Dakota,1844,,0
South Dakota,1848,,0
South Dakota,1852,,0
South Dakota,1856,,0
South Dakota,1860,,0
South Dakota,1864,,0
South Dakota,1868,,0
South Dakota,1872,,0
South Dakota,1876,,0
South Dakota,1880,,0
South Dakota,1884,,0
South Dakota,1888,,0
South Dakota,1892,R,0
South Dakota,1896,D,1
South Dakota,1900,R,1
South Dakota,1904,R,0
South Dakota,1908,R,0
South Dakota,1912,O,0
South Dakota,1916,R,0
South Dakota,1920,R,0
South Dakota,1924,R,0
South Dakota,1928,R,0
South Dakota,1932,D,1
South Dakota,1936,D,0
South Dakota,1940,R,1
South Dakota,1944,R,0
South Dakota,1948,R,0
South Dakota,1952,R,0
South Dakota,1956,R,0
South Dakota,1960,R,0
South Dakota,1964,D,1
South Dakota,1968,R,1
South Dakota,1972,R,0
South Dakota,1976,R,0
South Dakota,1980,R,0
South Dakota,1984,R,0
South Dakota,1988,R,0
South Dakota,1992,R,0
South Dakota,1996,R,0
South Dakota,2000,R,0
South Dakota,2004,R,0
South Dakota,2008,R,0
South Dakota,2012,R,0
South Dakota,2016,R,0
South Dakota,2020,R,0
Tennessee,1789,,0
Tennessee,1792,,0
Tennessee,1796,O,0
Tennessee,1800,O,0
Tennessee,1804,O,0
Tennessee,1808,O,0
Tennessee,1812,O,0
Tennessee,1816,O,0
Tennessee,1820,O,0
Tennessee,1824,O,0
Tennessee,1828,D,0
Tennessee,1832,D,0
Tennessee,1836,O,0
Tennessee,1840,O,0
Tennessee,1844,O,0
Tennessee,1848,O,0
Tennessee,1852,O,0
Tennessee,1856,D,0
Tennessee,1860,O,0
Tennessee,1864,R,0
Tennessee,1868,R,0
Tennessee,1872,O,0
Tennessee,1876,D,0
Tennessee,1880,D,0
Tennessee,1884,D,0
Tennessee,1888,D,0
Tennessee,1892,D,0
Tennessee,1896,D,0
Tennessee,1900,D,0
Tennessee,1904,D,0
Tennessee,1908,D,0
Tennessee,1912,D,0
Tennessee,1916,D,0
Tennessee,1920,R,1
Tennessee,1924,D,1
Tennessee,1928,R,1
Tennessee,1932,D,1
Tennessee,1936,D,0
Tennessee,1940,D,0
Tennessee,1944,D,0
Tennessee,1948,D,0
Tennessee,1952,R,1
Tennessee,1956,R,0
Tennessee,1960,R,0
Tennessee,1964,D,1
Tennessee,1968,R,1
Tennessee,1972,R,0
Tennessee,1976,D,1
Tennessee,1980,R,1
Tennessee,1984,R,0
Tennessee,1988,R,0
Tennessee,1992,D,1
Tennessee,1996,D,0
Tennessee,2000,R,1
Tennessee,2004,R,0
Tennessee,2008,R,0
Tennessee,2012,R,0
Tennessee,2016,R,0
Tennessee,2020,R,0
Texas,1789,,0
Texas,1792,,0
Texas,1796,,0
Texas,1800,,0
Texas,1804,,0
Texas,1808,,0
Texas,1812,,0
Texas,1816,,0
Texas,1820,,0
Texas,1824,,0
Texas,1828,,0
Texas,1832,,0
Texas,1836,,0
Texas,1840,,0
Texas,1844,,0
Texas,1848,D,0
Texas,1852,D,0
Texas,1856,D,0
Texas,1860,D,0
Texas,1864,,0
Texas,1868,,0
Texas,1872,O,0
Texas,1876,D,0
Texas,1880,D,0
Texas,1884,D,0
Texas,1888,D,0
Texas,1892,D,0
Texas,1896,D,0
Texas,1900,D,0
Texas,1904,D,0
Texas,1908,D,0
Texas,1912,D,0
Texas,1916,D,0
Texas,1920,D,0
Texas,1924,D,0
Texas,1928,R,1
Texas,1932,D,1
Texas,1936,D,0
Texas,1940,D,0
Texas,1944,D,0
Texas,1948,D,0
Texas,1952,R,1
Texas,1956,R,0
Texas,1960,D,1
Texas,1964,D,0
Texas,1968,D,0
Texas,1972,R,1
Texas,1976,D,1
Texas,1980,R,1
Texas,1984,R,0
Texas,1988,R,0
Texas,1992,R,0
Texas,1996,R,0
Texas,2000,R,0
Texas,2004,R,0
Texas,2008,R,0
Texas,2012,R,0
Texas,2016,R,0
Texas,2020,R,0
Utah,1789,,0
Utah,1792,,0
Utah,1796,,0
Utah,1800,,0
Utah,1804,,0
Utah,1808,,0
Utah,1812,,0
Utah,1816,,0
Utah,1820,,0
Utah,1824,,0
Utah,1828,,0
Utah,1832,,0
Utah,1836,,0
Utah,1840,,0
Utah,1844,,0
Utah,1848,,0
Utah,1852,,0
Utah,1856,,0
Utah,1860,,0
Utah,1864,,0
Utah,1868,,0
Utah,1872,,0
Utah,1876,,0
Utah,1880,,0
Utah,1884,,0
Utah,1888,,0
Utah,1892,,0
Utah,1896,D,0
Utah,1900,R,1
Utah,1904,R,0
Utah,1908,R,0
Utah,1912,R,0
Utah,1916,D,1
Utah,1920,R,1
Utah,1924,R,0
Utah,1928,R,0
Utah,1932,D,1
Utah,1936,D,0
Utah,1940,D,0
Utah,1944,D,0
Utah,1948,D,0
Utah,1952,R,1
Utah,1956,R,0
Utah,1960,R,0
Utah,1964,D,1
Utah,1968,R,1
Utah,1972,R,0
Utah,1976,R,0
Utah,1980,R,0
Utah,1984,R,0
Utah,1988,R,0
Utah,1992,R,0
Utah,1996,R,0
Utah,2000,R,0
Utah,2004,R,0
Utah,2008,R,0
Utah,2012,R,0
Utah,2016,R,0
Utah,2020,R,0
Vermont,1789,,0
Vermont,1792,O,0
Vermont,1796,O,0
Vermont,1800,O,0
Vermont,1804,O,0
Vermont,1808,O,0
Vermont,1812,O,0
Vermont,1816,O,0
Vermont,1820,O,0
Vermont,1824,O,0
Vermont,1828,O,0
Vermont,1832,O,0
Vermont,1836,O,0
Vermont,1840,O,0
Vermont,1844,O,0
Vermont,1848,O,0
Vermont,1852,O,0
Vermont,1856,R,0
Vermont,1860,R,0
Vermont,1864,R,0
Vermont,1868,R,0
Vermont,1872,R,0
Vermont,1876,R,0
Vermont,1880,R,0
Vermont,1884,R,0
Vermont,1888,R,0
Vermont,1892,R,0
Vermont,1896,R,0
Vermont,1900,R,0
Vermont,1904,R,0
Vermont,1908,R,0
Vermont,1912,R,0
Vermont,1916,R,0
Vermont,1920,R,0
Vermont,1924,R,0
Vermont,1928,R,0
Vermont,1932,R,0
Vermont,1936,R,0
Vermont,1940,R,0
Vermont,1944,R,0
Vermont,1948,R,0
Vermont,1952,R,0
Vermont,1956,R,0
Vermont,1960,R,0
Vermont,1964,D,1
Vermont,1968,R,1
Vermont,1972,R,0
Vermont,1976,R,0
Vermont,1980,R,0
Vermont,1984,R,0
Vermont,1988,R,0
Vermont,1992,D,1
Vermont,1996,D,0
Vermont,2000,D,0
Vermont,2004,D,0
Vermont,2008,D,0
Vermont,2012,D,0
Vermont,2016,D,0
Vermont,2020,D,0
Virginia,1789,O,0
Virginia,1792,O,0
Virginia,1796,O,0
Virginia,1800,O,0
Virginia,1804,O,0
Virginia,1808,O,0
Virginia,1812,O,0
Virginia,1816,O,0
Virginia,1820,O,0
Virginia,1824,O,0
Virginia,1828,D,0
Virginia,1832,D,0
Virginia,1836,D,0
Virginia,1840,D,0
Virginia,1844,D,0
Virginia,1848,D,0
Virginia,1852,D,0
Virginia,1856,D,0
Virginia,1860,O,0
Virginia,1864,,0
Virginia,1868,,0
Virginia,1872,R,0
Virginia,1876,D,1
Virginia,1880,D,0
Virginia,1884,D,0
Virginia,1888,D,0
Virginia,1892,D,0
Virginia,1896,D,0
Virginia,1900,D,0
Virginia,1904,D,0
Virginia,1908,D,0
Virginia,1912,D,0
Virginia,1916,D,0
Virginia,1920,D,0
Virginia,1924,D,0
Virginia,1928,R,1
Virginia,1932,D,1
Virginia,1936,D,0
Virginia,1940,D,0
Virginia,1944,D,0
Virginia,1948,D,0
Virginia,1952,R,1
Virginia,1956,R,0
Virginia,1960,R,0
Virginia,1964,D,1
Virginia,1968,R,1
Virginia,1972,R,0
Virginia,1976,R,0
Virginia,1980,R,0
Virginia,1984,R,0
Virginia,1988,R,0
Virginia,1992,R,0
Virginia,1996,R,0
Virginia,2000,R,0
Virginia,2004,R,0
Virginia,2008,D,1
Virginia,2012,D,0
Virginia,2016,D,0
Virginia,2020,D,0
Washington,1789,,0
Washington,1792,,0
Washington,1796,,0
Washington,1800,,0
Washington,1804,,0
Washington,1808,,0
Washington,1812,,0
Washington,1816,,0
Washington,1820,,0
Washington,1824,,0
Washington,1828,,0
Washington,1832,,0
Washington,1836,,0
Washington,1840,,0
Washington,1844,,0
Washington,1848,,0
Washington,1852,,0
Washington,1856,,0
Washington,1860,,0
Washington,1864,,0
Washington,1868,,0
Washington,1872,,0
Washington,1876,,0
Washington,1880,,0
Washington,1884,,0
Washington,1888,,0
Washington,1892,R,0
Washington,1896,D,1
Washington,1900,R,1
Washington,1904,R,0
Washington,1908,R,0
Washington,1912,O,0
Washington,1916,D,0
Washington,1920,R,1
Washington,1924,R,0
Washington,1928,R,0
Washington,1932,D,1
Washington,1936,D,0
Washington,1940,D,0
Washington,1944,D,0
Washington,1948,D,0
Washington,1952,R,1
Washington,1956,R,0
Washington,1960,R,0
Washington,1964,D,1
Washington,1968,D,0
Washington,1972,R,1
Washington,1976,R,0
Washington,1980,R,0
Washington,1984,R,0
Washington,1988,D,1
Washington,1992,D,0
Washington,1996,D,0
Washington,2000,D,0
Washington,2004,D,0
Washington,2008,D,0
Washington,2012,D,0
Washington,2016,D,0
Washington,2020,D,0
West Virginia,1789,,0
West Virginia,1792,,0
West Virginia,1796,,0
West Virginia,1800,,0
West Virginia,1804,,0
West Virginia,1808,,0
West Virginia,1812,,0
West Virginia,1816,,0
West Virginia,1820,,0
West Virginia,1824,,0
West Virginia,1828,,0
West Virginia,1832,,0
West Virginia,1836,,0
West Virginia,1840,,0
West Virginia,1844,,0
West Virginia,1848,,0
West Virginia,1852,,0
West Virginia,1856,,0
West Virginia,1860,,0
West Virginia,1864,R,0
West Virginia,1868,R,0
West Virginia,1872,R,0
West Virginia,1876,D,1
West Virginia,1880,D,0
West Virginia,1884,D,0
West Virginia,1888,D,0
West Virginia,1892,D,0
West Virginia,1896,R,1
West Virginia,1900,R,0
West Virginia,1904,R,0
West Virginia,1908,R,0
West Virginia,1912,D,1
West Virginia,1916,R,1
West Virginia,1920,R,0
West Virginia,1924,R,0
West Virginia,1928,R,0
West Virginia,1932,D,1
West Virginia,1936,D,0
West Virginia,1940,D,0
West Virginia,1944,D,0
West Virginia,1948,D,0
West Virginia,1952,D,0
West Virginia,1956,R,1
West Virginia,1960,D,1
West Virginia,1964,D,0
West Virginia,1968,D,0
West Virginia,1972,R,1
West Virginia,1976,D,1
West Virginia,1980,D,0
West Virginia,1984,R,1
West Virginia,1988,D,1
West Virginia,1992,D,0
West Virginia,1996,D,0
West Virginia,2000,R,1
West Virginia,2004,R,0
West Virginia,2008,R,0
West Virginia,2012,R,0
West Virginia,2016,R,0
West Virginia,2020,R,0
Wisconsin,1789,,0
Wisconsin,1792,,0
Wisconsin,1796,,0
Wisconsin,1800,,0
Wisconsin,1804,,0
Wisconsin,1808,,0
Wisconsin,1812,,0
Wisconsin,1816,,0
Wisconsin,1820,,0
Wisconsin,1824,,0
Wisconsin,1828,,0
Wisconsin,1832,,0
Wisconsin,1836,,0
Wisconsin,1840,,0
Wisconsin,1844,,0
Wisconsin,1848,D,0
Wisconsin,1852,D,0
Wisconsin,1856,R,1
Wisconsin,1860,R,0
Wisconsin,1864,R,0
Wisconsin,1868,R,0
Wisconsin,1872,R,0
Wisconsin,1876,R,0
Wisconsin,1880,R,0
Wisconsin,1884,R,0
Wisconsin,1888,R,0
Wisconsin,1892,D,1
Wisconsin,1896,R,1
Wisconsin,1900,R,0
Wisconsin,1904,R,0
Wisconsin,1908,R,0
Wisconsin,1912,D,1
Wisconsin,1916,R,1
Wisconsin,1920,R,0
Wisconsin,1924,O,0
Wisconsin,1928,R,0
Wisconsin,1932,D,1
Wisconsin,1936,D,0
Wisconsin,1940,D,0
Wisconsin,1944,R,1
Wisconsin,1948,D,1
Wisconsin,1952,R,1
Wisconsin,1956,R,0
Wisconsin,1960,R,0
Wisconsin,1964,D,1
Wisconsin,1968,R,1
Wisconsin,1972,R,0
Wisconsin,1976,D,1
Wisconsin,1980,R,1
Wisconsin,1984,R,0
Wisconsin,1988,D,1
Wisconsin,1992,D,0
Wisconsin,1996,D,0
Wisconsin,2000,D,0
Wisconsin,2004,D,0
Wisconsin,2008,D,0
Wisconsin,2012,D,0
Wisconsin,2016,R,1
Wisconsin,2020,D,1
Wyoming,1789,,0
Wyoming,1792,,0
Wyoming,1796,,0
Wyoming,1800,,0
Wyoming,1804,,0
Wyoming,1808,,0
Wyoming,1812,,0
Wyoming,1816,,0
Wyoming,1820,,0
Wyoming,1824,,0
Wyoming,1828,,0
Wyoming,1832,,0
Wyoming,1836,,0
Wyoming,1840,,0
Wyoming,1844,,0
Wyoming,1848,,0
Wyoming,1852,,0
Wyoming,1856,,0
Wyoming,1860,,0
Wyoming,1864,,0
Wyoming,1868,,0
Wyoming,1872,,0
Wyoming,1876,,0
Wyoming,1880,,0
Wyoming,1884,,0
Wyoming,1888,,0
Wyoming,1892,R,0
Wyoming,1896,D,1
Wyoming,1900,R,1
Wyoming,1904,R,0
Wyoming,1908,R,0
Wyoming,1912,D,1
Wyoming,1916,D,0
Wyoming,1920,R,1
Wyoming,1924,R,0
Wyoming,1928,R,0
Wyoming,1932,D,1
Wyoming,1936,D,0
Wyoming,1940,D,0
Wyoming,1944,R,1
Wyoming,1948,D,1
Wyoming,1952,R,1
Wyoming,1956,R,0
Wyoming,1960,R,0
Wyoming,1964,D,1
Wyoming,1968,R,1
Wyoming,1972,R,0
Wyoming,1976,R,0
Wyoming,1980,R,0
Wyoming,1984,R,0
Wyoming,1988,R,0
Wyoming,1992,R,0
Wyoming,1996,R,0
Wyoming,2000,R,0
Wyoming,2004,R,0
Wyoming,2008,R,0
Wyoming,2012,R,0
Wyoming,2016,R,0
Wyoming,2020,R,0
